clusterhead_1,clusterhead_2,distance
57,71,473.915530
57,72,412.757707
57,73,312.203179
57,74,274.591221
57,76,160.579304
57,77,174.104109
57,78,205.648411
57,80,562.959298
57,81,470.017293
57,82,411.556850
57,83,367.654513
57,85,278.673160
57,86,253.341448
57,87,263.412625
57,88,279.888450
57,89,297.650032
57,92,454.724191
58,60,603.936645
58,61,540.765723
58,62,447.794448
58,63,403.966710
58,64,298.761253
58,65,253.741961
58,66,193.573273
58,67,118.784670
58,71,550.466762
58,72,480.631727
58,73,380.113336
58,74,328.380218
58,76,180.371692
58,77,166.799400
58,78,136.263267
58,80,629.462022
58,81,536.658845
58,82,474.812823
58,83,421.196546
58,85,309.412180
58,86,251.423954
58,87,242.654202
58,88,227.160893
58,89,223.565871
58,92,503.138199
60,61,63.284524
60,62,160.126013
60,63,204.342548
60,64,312.979190
60,65,354.570285
60,66,427.988526
60,67,511.227720
60,71,104.673698
60,72,190.984980
60,73,253.740064
60,74,328.521750
60,76,471.759506
60,77,517.696341
60,78,634.793923
60,80,191.082328
60,81,180.958966
60,82,218.486848
60,83,284.905275
60,85,402.253215
60,86,500.340486
60,87,549.576563
60,88,635.044006
60,89,700.687413
60,92,297.118988
61,62,97.792318
61,63,141.633634
61,64,250.086627
61,65,291.362810
61,66,365.091307
61,67,448.157403
61,71,82.117305
61,72,147.474274
61,73,194.771148
61,74,269.882399
61,76,409.573853
61,77,455.837242
61,78,572.385018
61,80,196.522033
61,81,155.479012
61,82,176.264376
61,83,236.235657
61,85,345.554196
61,86,441.754907
61,87,490.773783
61,88,575.071994
61,89,639.637620
61,92,263.826342
62,63,44.411980
62,64,153.062543
62,65,195.635793
62,66,268.002127
62,67,351.496202
62,71,111.567995
62,72,99.700851
62,73,100.966685
62,74,175.267724
62,76,311.813053
62,77,358.046035
62,78,474.723680
62,80,221.748922
62,81,142.558659
62,82,123.620169
62,83,161.373247
62,85,252.899986
62,86,346.249095
62,87,394.931406
62,88,478.119374
62,89,542.030587
62,92,216.387410
63,64,108.684421
63,65,151.322071
63,66,223.665658
63,67,307.095816
63,71,150.283614
63,72,112.263170
63,73,68.837097
63,74,138.274428
63,76,268.097764
63,77,314.631040
63,78,430.767715
63,80,251.920616
63,81,164.996027
63,82,128.530268
63,83,145.350284
63,85,217.008578
63,86,306.621558
63,87,354.775828
63,88,436.457737
63,89,499.245684
63,92,215.441104
64,65,45.414621
64,66,115.013610
64,67,198.451723
64,71,251.723713
64,72,186.400935
64,73,86.405855
64,74,80.837480
64,76,161.322052
64,77,208.621730
64,78,322.871784
64,80,336.588382
64,81,243.730290
64,82,186.918333
64,83,155.953147
64,85,145.293525
64,86,214.301587
64,87,259.416264
64,88,335.248158
64,89,394.421118
64,92,244.719347
65,66,76.754568
65,67,157.260293
65,71,296.772601
65,72,231.350977
65,73,130.754319
65,74,106.191631
65,76,128.504298
65,77,176.036512
65,78,285.329989
65,80,381.545311
65,81,288.569931
65,82,230.538014
65,83,193.045784
65,85,150.143486
65,86,197.691000
65,87,238.414323
65,88,307.019979
65,89,361.491723
65,92,282.025380
66,67,84.066656
66,71,362.865699
66,72,288.250456
66,73,188.794702
66,74,135.326492
66,76,54.303020
66,77,100.679796
66,78,208.844851
66,80,436.224976
66,81,343.653096
66,82,281.356727
66,83,228.749852
66,85,135.407184
66,86,140.467848
66,87,173.028183
66,88,233.276686
66,89,285.124332
66,92,313.324314
67,71,446.830010
67,72,370.755777
67,73,272.246499
67,74,213.526548
67,76,61.732905
67,77,63.205186
67,78,131.900386
67,80,517.300741
67,81,425.319562
67,82,362.172686
67,83,304.911977
67,85,190.736537
67,86,144.603192
67,87,152.655779
67,88,180.751929
67,89,217.093977
67,92,385.108711
71,72,91.601564
71,73,175.680560
71,74,245.762829
71,76,399.726535
71,77,442.984575
71,78,562.231777
71,80,119.347433
71,81,77.236134
71,82,116.848946
71,83,186.679854
71,85,313.016295
71,86,413.977144
71,87,463.251731
71,88,551.351476
71,89,620.405065
71,92,192.483563
72,73,100.934239
72,74,161.130230
72,76,319.075587
72,77,359.911215
72,78,479.337096
72,80,150.201681
72,81,57.405294
72,82,28.821313
72,83,95.143107
72,85,223.178088
72,86,324.761014
72,87,373.826826
72,88,462.703854
72,89,533.053119
72,92,120.395558
73,74,75.111556
73,76,224.054281
73,77,267.739898
73,78,386.759203
73,80,250.969947
73,81,157.919894
73,82,100.684084
73,83,85.169362
73,85,151.962699
73,86,247.010997
73,87,296.101691
73,88,381.348307
73,89,447.887223
73,92,168.044167
74,76,158.700481
74,77,198.783617
74,78,318.222780
74,80,304.230021
74,81,213.174023
74,82,149.300881
74,83,93.596989
74,85,78.794067
74,86,171.935120
74,87,221.089356
74,88,307.035304
74,89,374.837378
74,92,180.204160
76,77,47.646480
76,78,163.259902
76,80,462.681985
76,81,371.872482
76,82,307.961516
76,83,247.242926
76,85,129.045181
76,86,96.215835
76,87,121.293169
76,88,179.188152
76,89,233.572534
76,92,325.045123
77,78,119.463358
77,80,500.258689
77,81,410.971618
77,82,346.744681
77,83,282.478664
77,85,154.247537
77,86,85.055566
77,87,89.717204
77,88,133.030097
77,89,185.968672
77,92,354.734290
78,80,618.563446
78,81,529.998508
78,82,465.750535
78,83,400.222622
78,85,268.374937
78,86,177.161741
78,87,144.859801
78,88,95.535548
78,89,92.002629
78,92,468.203696
80,81,93.073656
80,82,155.128066
80,83,218.508150
80,85,352.541331
80,86,452.910608
80,87,499.997442
80,88,590.050875
80,89,663.307373
80,92,170.668100
81,82,64.248079
81,83,133.410764
81,85,267.645046
81,86,369.293679
81,87,417.593880
81,88,507.373971
81,89,579.311733
81,92,117.164992
82,83,71.615086
82,85,204.325738
82,86,306.126344
82,87,354.750364
82,88,444.280551
82,89,515.755992
82,92,93.238864
83,85,134.600278
83,86,236.003520
83,87,284.189708
83,88,374.013211
83,89,446.238718
83,92,89.055913
85,86,101.815073
85,87,150.678306
85,88,239.966867
85,89,311.691314
85,92,200.623685
86,87,49.350460
86,88,138.154824
86,89,210.430188
86,92,294.548517
87,88,90.056120
87,89,163.903822
87,92,338.799713
88,89,74.971660
88,92,428.111596
89,92,502.622923
